a383,0.5,0.75,1,0.5,2,cat1
a384,0,0.5,0.25,0.75,1,cat1
a385,0.5,0.5,0.25,1,2,cat1
a386,0,1,0.5,0.75,2,cat1
a387,0,0.5,0.25,0.5,0,cat1
a388,0.25,0,0.75,0.25,0,cat1
a389,1,0,0,0.5,1,cat1
a390,0.5,0.25,0.5,0,1,cat1
a391,0,1,0.5,0.75,2,cat1
a392,0,0,1,0,0,cat1
a393,0,0.5,0.75,0.75,0,cat1
a394,0.5,0.5,0.75,0.75,2,cat1
a395,0.25,0.25,1,0.5,1,cat1
a396,0,0.75,0.5,1,2,cat1
a397,0,0.75,1,1,1,cat1
a398,0.5,0.5,0.75,0.75,2,cat1
a399,1,0,0,0.5,1,cat1
a400,0,0.5,0,0,0,cat1
a401,0.25,1,0,1,2,cat1
a402,0.75,0.5,0.5,1,2,cat1
a403,0.25,0.5,0.75,0.5,2,cat1
a404,0.25,1,0.5,0.25,1,cat1
a405,0,1,1,0.5,3,cat2
a406,0,0.5,0.25,0.5,2,cat1
a407,0.75,0.5,0.5,1,2,cat1
a408,0,0.5,0,0,0,cat1
a409,0.5,0.25,0.25,0.5,1,cat1
a410,0.5,0.5,0.75,0.75,3,cat2
a411,0.75,0.25,0.5,0,2,cat1
a412,0.5,0.75,0.5,1,3,cat2
a413,0.75,1,0.5,0.5,3,cat2
a414,0.25,0.25,0.25,0.5,1,cat1
a415,0,0.75,1,0,1,cat1
a416,0.75,0.25,0.5,0,2,cat1
a417,0.75,0.75,1,0.25,3,cat2
a418,0,0.5,0.25,0.5,1,cat1
a419,0.75,0,0.5,1,2,cat1
a420,0.75,0.25,0.25,0,1,cat1
a421,0.5,1,0.75,0.5,3,cat2
a422,0.25,1,0.5,0.25,2,cat1
a423,1,0.5,0.75,0.25,2,cat1
a424,0.5,0.25,0.25,0.5,2,cat1
a425,0,0.75,0.75,0,3,cat2
a426,0.5,0.5,1,0.25,1,cat1
a427,0,1,0.5,0.75,1,cat1
a428,0.5,0.5,1,0.25,2,cat1
a429,1,0.25,0.75,0.25,2,cat1
a430,0.75,0.75,0,0.5,2,cat1
a431,0.75,1,1,0,4,cat2
a432,0.5,0.5,0,0,1,cat1
a433,0,0.5,0.25,0.5,1,cat1
a434,0.25,0.5,1,0.5,1,cat1
a435,0.5,0.5,0.25,1,2,cat1
a436,0,0.5,1,1,0,cat1
a437,0.5,0.5,0.75,0.5,2,cat1
a438,0,0.25,1,0.75,1,cat1
a439,0.25,0.5,0.5,0.75,2,cat1
a440,0,1,1,0.5,3,cat2
a441,0.5,0.75,0.5,1,2,cat1
a442,0.75,0.25,0.5,0,1,cat1
a443,0.75,1,0.25,0.5,3,cat2
a444,0.75,1,1,0,3,cat2
a445,0.5,0,0.5,0.5,1,cat1
a446,0.5,1,0,0.5,2,cat1
a447,0.25,1,0.5,0.25,3,cat2
a448,1,0,0,0.5,1,cat1
a449,0.25,0.5,1,0.5,2,cat1
a450,0,1,1,1,4,cat2
a451,0.5,1,0,0.75,3,cat2
a452,0.5,1,0,0.5,2,cat1
a453,0,0.25,0.5,0.5,1,cat1
a454,0.5,0.5,0.75,0.5,2,cat1
a455,0,0.25,1,0.75,1,cat1
a456,0.5,1,0,0.75,3,cat2
a457,0.25,0,0.5,0.5,0,cat1
a458,0,1,0.25,0.75,2,cat1
a459,0.5,0.5,1,0.25,2,cat1
a460,0.5,0,1,0.75,1,cat1
a461,1,0,0,0.5,1,cat1
a462,0,0.5,0.25,0.75,1,cat1
a463,0.25,0.25,0.25,0.5,1,cat1
a464,0.25,0,0.75,0.25,0,cat1
a465,0.25,1,0,1,3,cat2
a466,0.75,0.25,0.5,0.5,2,cat1
a467,1,0.25,0,0.5,1,cat1
a468,0,1,1,0.5,2,cat1
a469,0.5,1,0.75,0.5,2,cat1
a470,0.25,0.5,0.5,0.25,2,cat1
a471,1,0.25,0.75,0.25,2,cat1
a472,0,0.5,0.25,0.75,2,cat1
a473,0,0.5,0.25,0.5,2,cat1
a474,0.25,0.5,0.5,0.75,2,cat1
a475,0,0.5,0.75,0.75,2,cat1
a476,0,0,0.25,1,0,cat1
a477,1,0.25,0,0.5,1,cat1
a478,0.5,0.5,0.75,0.75,2,cat1
a479,0.75,1,0.25,0.5,3,cat2
a480,0.25,0.5,0.5,0.25,1,cat1
a481,1,0,0.75,0,1,cat1
a482,0.25,0.25,1,0.5,1,cat1
a483,0.5,0.75,0.5,0.75,3,cat2
a484,1,0,0,0.5,1,cat1
a485,1,0.5,0.75,0.25,1,cat1
a486,0.75,0.5,0.5,1,2,cat1
a487,0.5,0.5,0.5,0.75,2,cat1
a488,0.25,0.5,1,0.5,2,cat1
a489,0,0.25,1,0.75,1,cat1
a490,1,0.5,1,0.75,3,cat2
a491,0,0.5,0.25,0.5,1,cat1
a492,0.75,0,0.5,1,1,cat1
a493,0,1,0.5,0.75,2,cat1
a494,0,0.5,0.75,0.75,2,cat1
a495,0.5,0.25,0.5,0,2,cat1
a496,0,0.75,1,0,2,cat1
a497,0.25,0,0.25,0.25,0,cat1
a498,0,0.75,0.5,1,2,cat1
a499,1,0.5,0.75,0,1,cat1
a500,0.75,0,0.5,1,2,cat1
a501,1,0.5,0.75,0,2,cat1
a502,0,0.25,1,0.75,2,cat1
a503,0.75,0.75,1,0.25,3,cat2
a504,0.5,1,0,0.75,3,cat2
a505,0,1,1,0.25,1,cat1
a506,0.75,0.25,0.5,0,2,cat1
a507,0,1,1,0.25,3,cat2
a508,0,0.5,0.75,0.75,1,cat1
a509,0.5,0.5,0.75,0.75,2,cat1
a510,0.5,0.5,0.75,0.75,2,cat1
a511,0,0.5,0,0,1,cat1
a512,0,0.5,0,0,0,cat1
a513,0,0,1,0,0,cat1
a514,0,0,0.75,0,0,cat1
a515,0.5,0.5,0.25,1,2,cat1
a516,0,1,1,0.5,3,cat2
a517,0,0.5,0,0,1,cat1
a518,0.5,0.5,1,0.25,2,cat1
a519,0.25,0.5,0,1,2,cat1
a520,0,1,1,0.5,3,cat2
a521,1,0,0,1,0,cat1
a522,0.25,0,0.75,0.25,1,cat1
a523,0.5,0.5,0.75,0.5,2,cat1
a524,1,0,1,0.25,3,cat2
a525,0,1,1,1,2,cat1
a526,0.5,0.25,0.5,0,1,cat1
a527,0,0.75,1,1,2,cat1
a528,1,0,1,0.25,3,cat2
a529,0,1,1,0.5,3,cat2
a530,0.25,0,1,1,1,cat1
a531,0.25,0.5,1,0.5,2,cat1
a532,0.75,1,0.5,0.5,4,cat2
a533,0,0,0.75,0,0,cat1
a534,0.25,0.25,1,0.25,2,cat1
a535,0.25,0.75,0,0.25,2,cat1
a536,0.75,0.5,0.5,0.5,2,cat1
a537,0.5,0.5,0.25,1,2,cat1
a538,0.5,1,0.75,0.5,3,cat2
a539,0.25,0.5,0.5,0.25,2,cat1
a540,0.5,0.5,0.5,0.75,2,cat1
a541,0.5,1,1,1,3,cat2
a542,0.5,0,0.75,1,0,cat1
a543,0.5,1,0.75,0.5,3,cat2
a544,0.5,1,0,0.75,2,cat1
a545,0,0.75,1,0,2,cat1
a546,0.5,1,0,0.75,2,cat1
a547,0.75,0,0.5,1,2,cat1
a548,0.5,0,0.5,0.5,1,cat1
a549,0,0.75,1,1,3,cat2
a550,0,0,0.25,1,1,cat1
a551,0.5,1,0,0.5,2,cat1
a552,0.75,1,0.5,0.5,3,cat2
a553,0,0.5,0.25,0.5,1,cat1
a554,0.25,1,0.5,0.25,3,cat2
a555,0.5,1,0,0.75,3,cat2
a556,0.5,0.5,0.5,0.75,2,cat1
a557,1,0.75,0.5,0,3,cat2
a558,0.5,0.5,0.5,0.75,2,cat1
a559,0.5,1,1,1,2,cat1
a560,0.25,0.5,1,0.5,2,cat1
a561,1,0.5,1,0.5,3,cat2
a562,0.25,0.25,0.25,0.5,1,cat1
a563,0.5,0.5,0.25,1,3,cat2
a564,0.75,1,0.5,0.5,3,cat2
a565,0.5,0.5,0,1,2,cat1
a566,0.75,1,0.25,0.5,3,cat2
a567,0,0.5,0.25,0.5,1,cat1
a568,0.25,0.75,0,0.25,2,cat1
a569,0.5,0,0.5,0.5,1,cat1
a570,0.5,0.5,0,1,2,cat1
a571,0.5,1,0,0.75,1,cat1
a572,0.25,0.5,0.5,0.25,2,cat1
a573,0.5,0.25,0.5,0.75,2,cat1
a574,0,0.75,0.75,0,3,cat2
a575,0,0,0.25,1,1,cat1
a576,0.25,1,0,1,2,cat1
a577,0,0,0.75,0,0,cat1
a578,0.5,0.75,0.5,0.75,1,cat1
a579,1,0.75,1,0.75,4,cat2
a580,0,0.75,1,1,3,cat2
a581,0.25,0.5,0,1,1,cat1
a582,1,0.25,0.75,0.25,1,cat1
a583,0.75,1,0.75,0,3,cat2
a584,0.25,0.5,0.5,0.25,2,cat1
a585,0.75,0.75,0,0.5,3,cat2
a586,0,0,0.75,0,0,cat1
a587,0.75,0.75,0.75,0.25,2,cat1
a588,0.5,1,0.5,0.25,2,cat1
a589,0.5,0.5,0.5,0.75,2,cat1
a590,0.5,0,0.75,1,1,cat1
a591,0.25,1,0,1,3,cat2
a592,1,0,0,1,3,cat2
a593,0,1,1,0.5,4,cat2
a594,0.25,0.5,0.75,0.5,2,cat1
a595,0.75,0,0.5,1,1,cat1
a596,0.5,0.75,1,0.5,2,cat1
a597,0.75,0.75,0,0.75,3,cat2
a598,0,1,1,0.5,3,cat2
a599,0.5,0.25,0.5,0,2,cat1
a600,0,0.75,0.5,1,1,cat1
a601,0,0,0.75,0,0,cat1
a602,1,0,0,1,2,cat1
a603,0.5,1,0,0.5,2,cat1
a604,0,0,0.75,0,0,cat1
a605,0.5,1,0,0.5,3,cat2
a606,0,0,1,0,0,cat1
a607,0,0.5,0,0,0,cat1
a608,0.25,0.5,0.75,0.5,2,cat1
a609,0,1,1,0.5,2,cat1
a610,0.5,0.25,0.5,0,1,cat1
a611,0,0.75,1,0,2,cat1
a612,1,0,0,1,2,cat1
a613,0.5,0.25,0,0.5,1,cat1
a614,0,0.5,0,0.25,1,cat1
a615,0.25,0.5,0,1,1,cat1
a616,0.5,1,0.75,0.5,2,cat1
a617,0.75,0.75,1,0.25,2,cat1
a618,0,0.5,0,0,0,cat1
a619,0.75,0.25,0.5,0,1,cat1
a620,0,0.5,0,0,1,cat1
a621,0.75,0.75,1,0.25,3,cat2
a622,0,0,1,0,0,cat1
a623,0.5,0.25,0,0.5,1,cat1
a624,1,0.75,0.5,0,2,cat1
a625,1,0.75,0.5,0,2,cat1
a626,1,0.25,0.25,1,2,cat1
a627,0.5,0.5,0.5,0.75,2,cat1
a628,0.5,0.25,0.5,0,1,cat1
a629,0.5,0.25,0,0.5,1,cat1
a630,0,0.75,1,1,2,cat1
a631,0.25,0,0.5,0,1,cat1
a632,0.75,0.75,0,0.5,3,cat2
a633,0,0,0.25,1,2,cat1
a634,1,0.25,0,0.5,1,cat1
a635,0.5,1,0,0.75,3,cat2
a636,1,0.5,0.75,0.25,2,cat1
